
surah|ayah|Verse
68|33|The torture of the torment of the hereafter is greater
68|34|For those who fear their Lord the gardens
68|35|Do you make Muslims like the criminals
68|36|Malcolm, how do you judge
68|37|Or do you have a book in which you study
68|38|You have what you choose
68|39|Or do you have faith in us with a language until the Day of Resurrection
68|40|Ask them, which is a leader
68|41|Or have they partners Let them bring their partners if they are truthful
68|42|Day reveals a leg to claim they can not prostrate
68|43|On the basis of their eyesight, their humiliation is humiliation.
68|44|So you missed me and whoever lies with this hadith 😂 We will study them from where they do not know
68|45|And hope for them ۚ My friend is dead
68|46|Or do you ask them for a reward, they are a minor.
68|47|Or they have the unseen, they write
68|48|So be patient with the rule of your Lord, and it is not like the owner
68|49|Were it not for a blessing from his Lord to redeem him to reject the Arabs, and it is a slander
68|50|His Lord turned him and made him one of the righteous
68|51|And if those who disbelieve can almost come to your eyesight, when they heard the remembrance and say that they are crazy
68|52|And it is only a male for the two worlds
69|1|In the name of God, the Most Merciful, the Most Merciful
69|2|What is the right
69|3|And what I realize what is right
69|4|The fruits of the day lied to the part
69|5|As for the thirte
69|6|As for returning, they are happy with a sorrow.
69|7|Seven and eight nights were harnessed to them, so the people saw the people in it, as if they were a miracle
69|8|Do you see them from the rest?
69|9|Pharaohs came and who before him and the disadvantage of misfortune
69|10|They disobeyed the Messenger of their Lord, so they took them as a rap.
69|11|When the water has been overwhelmed by the water, we made you in the neighbor
69|12|Let us make it for you to remind you and fulfill them, conscious ears
69|13|So if we blow in the images one blow
69|14|And the land and the mountains were made, and they destroyed one.
69|15|Then the fall was signed
69|16|And the sky was raised, and it is a day
69|17|And the king is on its hopes ۚ And he carries the throne of your Lord, above them.
69|18|Then you will be hidden from you a fear
69|19|As for those who have given his book with his right, he says here, read his writers
69|20|I thought that I was the attachment of his account
69|21|It is in a satisfied life
69|22|In a high paradise
69|23|Its cotton is a religion
69|24|Eat and drink here with what you have fallen into the empty days.
69|25|As for those who have given his book by his north, he says, O, not to give his book
69|26|And I did not know what my account
69|27|Oh, if it was the judge
69|28|What I sing about me ۜ
69|29|That is your authority
69|30|Take it, so they
69|31|Then the hell prayed
69|32|Then in a seil of seventy arm, so they would have it.
69|33|He did not believe in God the Great
69|34|And he does not urge the food of the poor
69|35|For him, there is no protector
69|36|There is no food except for washing
69|37|It only eats it
69|38|Do not swear by what you see
69|39|And what you do not see
69|40|It is a generous Messenger
69|41|And what is the saying of a poet ۚ a little what you believe in
69|42|And no priest said ۚ a little what you remember
69|43|Download from the Lord of the Worlds
69|44|And if you would say to us some of the custodians
69|45|Let us take from him in the days
69|46|Then we cut off the two years
69|47|What one of you is a barrier
69|48|And it is a reminder to the righteous
69|49|We know that you are lied
69|50|And it is a sense of the disbelievers
69|51|And it is the right of the two
69|52|Praise the greatness of your Lord
70|1|In the name of God, the Most Gracious, the Most Merciful.
70|2|The disbelievers have no motivation
70|3|From God, who is in practice
70|4|The angels and the spirit were brought to him on a day that was five thousand years old
70|5|Patience with beautiful patience
70|6|They see him distant
70|7|And we see it as a close
70|8|The day will be the sky
70|9|And the mountains are the same
70|10|He does not ask Hammam heated
70|11|They see them ۚ The crowd is if it is possible from the torment of the day in its sons
70|12|And his friend and brother
70|13|And his separation that she lives
70|14|And whoever is on the ground all, then he will succeed
70|15|No, it is a fool
70|16|A conflict for the distress
70|17|Call those who manage and take over
70|18|And he gathered so that
70|19|Man was created by this
70|20|If evil touches it as a reward
70|21|And if the good touches it as a variety
70|22|Except those who pray
70|23|Those who are in their prayers are always
70|24|And those in their money are a knowledgeable right
70|25|For the liquids and the warehouses
70|26|And those who believe in the Day of Religion
70|27|And those who are the torment of their Lord are accompanied
70|28|The torment of their Lord is not safe
70|29|And those who are for their promotions are preserved
70|30|Except for their wives or what their faith has
70|31|So whoever sings and behind that, then those are the habit.
70|32|And those who are for their honesty and their covenant are sponsors
70|33|And those who are in their testimonies
70|34|And those who are on their prayers are kept
70|35|Those are in honorable gardens
70|36|The money of those who disbelieved before you
70|37|On the right of the right and the north
70|38|Each of them is reassured that he enters the paradise of Naim
